question_id,question_text,question_type,introduction_text,request_for_answer_text,answer_options_text,instruction_text,quality_mean,language,study,domain,subdomain,concept,concept_subtype,response_scale_basic_choice,number_of_categories,position,question_name,is_gdpr_article_9
8dcb8decfed0,Is it generally good for Great Britain if government intervenes less in the economy ? Please tick one box.,select_one,"",is it generally good for great britain if government intervenes less in the economy ?,"Definitely
      Probably
      Not sure either way
      Probably not  
      Definitely not","",0.54,English,ESS Round 1,National politics,.,Evaluative belief,.,More than two-category scales,5,284,TEST34,NA
e5207e1617b8,The older generation has an unfair amount of political power compared to younger people.,select_one,"",the older generation has an unfair amount of political power compared to younger people,"Strongly agree
Agree
Slightly agree
Neither agree nor disagree
Slightly disagree
Disagree
Strongly disagree","",0.525,English,Pretest SDM 2019,National politics,.,Complex concepts,Other,More than two-category scales,7,28,age27,NA
422ceec8473b,[Is/Was] [your regular brand/the last brand] you [smoke/smoked] flavored to taste like menthol or mint?,select_one,"",[is/was] [your regular brand/the last brand] you [smoke/smoked] flavored to taste like menthol or mint?,"Yes
No
I don't know","",-0.22799999999999998,English,AC_HAP,Health,Use of drugs,"Facts, background, or behaviour",.,More than two-category scales,3,2,.,NA
19d8ac598dab,Wie viel Zeit verbringen Sie an einem normalen Wochentag insgesamt mit Fernsehen?,select_one,"",wie viel zeit verbringen sie an einem normalen wochentag insgesamt mit fernsehen?,"0. überhaupt keine Zeit
1. sehr wenig Zeit.
2. ein wenig Zeit.
3. einige Zeit.
4. recht viel Zeit.
5. viel Zeit.
6. sehr viel Zeit.","",-1.0,German,ESS Round 4,Leisure activities,Television,"Facts, background, or behaviour",.,More than two-category scales,7,286,testc13,NA
17c7d61ef66f,"Generally speaking, would you say that most people can be trusted, or that you can’t be too careful in dealing with people ? Please tick one box.",select_one,"",generally speaking would you say that most people can be trusted or that you can't be too careful in dealing with people ?,"You can’t be too careful
      Most people can be trusted","",0.5035000000000001,English,ESS Round 1,Personal relations,Norms of other people,Feeling,.,Two-category scales,.,278,TEST28,NA
8d026521f02b,"Wenn Sie wieder an einen normalen Wochentag denken, wie viel von Ihrer Fernsehzeit verbringen Sie damit, sich Nachrichten oder Sendungen über Politik und über das aktuelle Geschehen anzusehen? Verwenden Sie weiterhin diese Karte.",select_one,"",wenn sie wieder an einen normalen wochentag denken wie viel von ihrer fernsehzeit verbringen sie damit sich nachrichten oder sendungen über politik und über das aktuelle geschehen anzusehen? verwenden sie weiterhin diese karte,"gar keine Zeit 
weniger als ½ Stunde 
mehr als ½ Stunde, bis zu 1 Stunde
mehr als 1 Stunde, bis zu 1 ½ Stunden
mehr als 1½ Stunden, bis zu 2 Stunden
mehr als 2 Stunden, bis zu 2½ Stunden
mehr als 2½ Stunden, bis zu 3 Stunden
3 Stunden und mehr","",0.542,German,ESS Round 1,National politics,.,Evaluative belief,.,More than two-category scales,8,0,TvPol,NA
c309b8427e4c,Please indicate the extent to which you agree or disagree with the following statements. ‘I generally feel that what I do in my life is valuable and worthwhile,select_one,"",please indicate the extent to which you agree or disagree with the following statements 'i generally feel that what i do in my life is valuable and worthwhile,"0 Disagree strongly
1
2
3
4
5
6
7 Agree strongly","",0.545,English,ESS Round 3,Living conditions and background variables,Other,Feeling,.,More than two-category scales,8,331,testb34,NA
91dd66435463,"Glauben Sie, dass die meisten Menschen versuchen, Sie auszunutzen, wenn sie die  Möglichkeit dazu hätten, oder würden sie sich Ihnen gegenüber fair verhalten?  Glauben Sie, dass die meisten Menschen Ihr Vertrauen verdienen oder dass nur die  wenigsten Menschen Ihr Vertrauen verdienen?",select_one,"",glauben sie dass die meisten menschen ihr vertrauen verdienen oder dass nur die wenigsten menschen ihr vertrauen verdienen?,"0. sehr wenige Menschen verdienen mein Vertrauen
1.
2.
3.
4.
5. die meisten Menschen verdienen mein Vertrauen","Glauben Sie, dass die meisten Menschen versuchen, Sie auszunutzen, wenn sie die
Möglichkeit dazu hätten, oder würden sie sich Ihnen gegenüber fair verhalten?",0.604,German,ESS Round 4,Personal relations,Norms of other people,Evaluative belief,.,More than two-category scales,6,288,testc27,NA
673288f5e084,On the whole how satisfied are you with the present state of the economy in Ireland?  Please tick the box that is closest to your opinion.,select_one,"",on the whole how satisfied are you with the present state of the economy in ireland?,"0 very dissatisfied
01
02
03
04
05
06
07
08
09
10 very satisfied","",0.638,English,ESS Round 2,National politics,.,Feeling,.,More than two-category scales,11,406,testa35,NA
cff2ab2e9237,On the whole how satisfied are you with the way democracy works in Ireland?  Please tick the box that is closest to your opinion.,select_one,"",on the whole how satisfied are you with the way democracy works in ireland?,"0 very dissatisfied
01
02
03
04
05
06
07
08
09
10 very satisfied","",0.644,English,ESS Round 2,National politics,.,Feeling,.,More than two-category scales,11,408,testa37,NA
2624d484fb35,And now some questions about how you feel about yourself and your life.  Please indicate to what extent each of the following statements applies to you. ‘I love learning new things’,select_one,And now some questions about how you feel about yourself and your life.,please indicate to what extent each of the following statements applies to you 'i love learning new things',"0 Not at all 
1
2
3
4
5
6
7
8
9
10 Very much",And now some questions about how you feel about yourself and your life.,0.563,English,ESS Round 3,Work,Further education,Feeling,.,More than two-category scales,11,340,testb19,NA
6e8c1fe6f6cb,"Generally speaking, would you say that most people can be trusted, or that you can’t be too careful in dealing with people?  Please tick the box that is closest to your opinion, where 0 means you can’t be too careful and 5 means that most people can be trusted. Please tick one box.",select_one,"",generally speaking would you say that most people can be trusted or that you can't be too careful in dealing with people? where 0 means you can't be too careful and 5 means that most people can be trusted,"You can’t be too careful





Most people can be trusted","",0.614,English,ESS Round 1,Personal relations,Norms of other people,Feeling,.,More than two-category scales,6,284,TEST10,NA
fc24f9c7dbc8,Now some questions about how likely it is that you would be caught and punished if you did certain things in [country].  How likely is it that you would be caught and punished in [country] if you committed a traffic offence like speeding or crossing a red light?  How likely is it that you would be caught and punished if you bought something you thought might be stolen? Please tick one box.,select_one,Now some questions about how likely it is that you would be caught and punished if you did certain things in [country].,how likely is it that you would be caught and punished if you bought something you thought might be stolen?,"1 Not at all likely 
2 Not very likely 
3 Likely 
4 Very likely",Now some questions about how likely it is that you would be caught and punished if you did certain things in [country]. How likely is it that you would be caught and punished in [country] if you committed a traffic offence like speeding or crossing a red light?,0.508,English,ESS Round 5,National politics,.,All other simple concepts,Judgement,More than two-category scales,4,309,testd11,NA
be5cbf142583,And what percentage of this time do you spend yourself?   0% means absolutely none and 100% means absolutely all.  Write in percentage.,integer,"",and what percentage of this time do you spend yourself? 0% means absolutely none and 100% means absolutely all write in percentage,.,"",-1.0,English,ESS Round 2,Family,Household matters,"Facts, background, or behaviour",.,Numerical open-ended answers,.,401,testa16,NA
acc1477d0cce,"And on the whole, how satisfied are you with the way democracy works in Great Britain? Please tick one box.",select_one,"",and on the whole how satisfied are you with the way democracy works in great britain?,"Very dissatisfied 
Fairly dissatisfied
Fairly satisfied 
Very satisfied","",0.47,English,ESS Round 1,National politics,.,Feeling,.,More than two-category scales,4,283,TEST9,NA
